questionnaire_id,global_id,empty,valid,recognized,verified,1_1_0,1_2_0,1_3_0,1_4_1_0,1_4_1_1,1_4_1_2,1_4_1_3,1_4_1_4,1_4_1_5,1_4_1_6,1_4_1_7,1_4_2_0,1_4_2_1,1_4_2_2,1_4_2_3,1_4_2_4,1_4_2_5,1_4_2_6,1_4_2_7,1_4_3_0,1_4_3_1,1_4_3_2,1_4_3_3,1_4_3_4,1_4_3_5,1_4_3_6,1_4_3_7,1_4_4_0,1_4_4_1,1_4_4_2,1_4_4_3,1_4_4_4,1_4_4_5,1_4_4_6,1_4_4_7,1_4_5_0,1_4_5_1,1_4_5_2,1_4_5_3,1_4_5_4,1_4_5_5,1_4_5_6,1_4_5_7,1_4_6_0,1_4_6_1,1_4_6_2,1_4_6_3,1_4_6_4,1_4_6_5,1_4_6_6,1_4_6_7,1_4_7_0,1_4_7_1,1_4_7_2,1_4_7_3,1_4_7_4,1_4_7_5,1_4_7_6,1_4_7_7,1_4_8_0,1_4_8_1,1_4_8_2,1_4_8_3,1_4_8_4,1_4_8_5,1_4_8_6,1_4_8_7,1_4_9_0,1_4_9_1,1_4_9_2,1_4_9_3,1_4_9_4,1_4_9_5,1_4_9_6,1_4_9_7,1_4_10_0,1_4_10_1,1_4_10_2,1_4_10_3,1_4_10_4,1_4_10_5,1_4_10_6,1_4_10_7,2_1_1_0,2_1_1_1,2_1_1_2,2_1_1_3,2_1_2_0,2_1_2_1,2_1_2_2,2_1_2_3,2_1_3_0,2_1_3_1,2_1_3_2,2_1_3_3,2_1_4_0,2_1_4_1,2_1_4_2,2_1_4_3,2_1_5_0,2_1_5_1,2_1_5_2,2_1_5_3,2_1_6_0,2_1_6_1,2_1_6_2,2_1_6_3,2_1_7_0,2_1_7_1,2_1_7_2,2_1_7_3,2_1_8_0,2_1_8_1,2_1_8_2,2_1_8_3,2_1_9_0,2_1_9_1,2_1_9_2,2_1_9_3,2_1_10_0,2_1_10_1,2_1_10_2,2_1_10_3,2_1_11_0,2_1_11_1,2_1_11_2,2_1_11_3,2_1_12_0,2_1_12_1,2_1_12_2,2_1_12_3,2_1_13_0,2_1_13_1,2_1_13_2,2_1_13_3,2_1_14_0,2_1_14_1,2_1_14_2,2_1_14_3,2_1_15_0,2_1_15_1,2_1_15_2,2_1_15_3,2_1_16_0,2_1_16_1,2_1_16_2,2_1_16_3,2_1_17_0,2_1_17_1,2_1_17_2,2_1_17_3,2_1_18_0,2_1_18_1,2_1_18_2,2_1_18_3,2_1_19_0,2_1_19_1,2_1_19_2,2_1_19_3,2_1_20_0,2_1_20_1,2_1_20_2,2_1_20_3,2_1_21_0,2_1_21_1,2_1_21_2,2_1_21_3,2_1_22_0,2_1_22_1,2_1_22_2,2_1_22_3,2_1_23_0,2_1_23_1,2_1_23_2,2_1_23_3,2_1_24_0,2_1_24_1,2_1_24_2,2_1_24_3,2_1_25_0,2_1_25_1,2_1_25_2,2_1_25_3,2_1_26_0,2_1_26_1,2_1_26_2,2_1_26_3,2_1_27_0,2_1_27_1,2_1_27_2,2_1_27_3,2_1_28_0,2_1_28_1,2_1_28_2,2_1_28_3,2_1_29_0,2_1_29_1,2_1_29_2,2_1_29_3,2_1_30_0,2_1_30_1,2_1_30_2,2_1_30_3,2_1_31_0,2_1_31_1,2_1_31_2,2_1_31_3,2_1_32_0,2_1_32_1,2_1_32_2,2_1_32_3,2_1_33_0,2_1_33_1,2_1_33_2,2_1_33_3,2_1_34_0,2_1_34_1,2_1_34_2,2_1_34_3,2_1_35_0,2_1_35_1,2_1_35_2,2_1_35_3,2_1_36_0,2_1_36_1,2_1_36_2,2_1_36_3,2_1_37_0,2_1_37_1,2_1_37_2,2_1_37_3,2_1_38_0,2_1_38_1,2_1_38_2,2_1_38_3,2_1_39_0,2_1_39_1,2_1_39_2,2_1_39_3,2_1_40_0,2_1_40_1,2_1_40_2,2_1_40_3,2_1_41_0,2_1_41_1,2_1_41_2,2_1_41_3,2_1_42_0,2_1_42_1,2_1_42_2,2_1_42_3,2_1_43_0,2_1_43_1,2_1_43_2,2_1_43_3,2_1_44_0,2_1_44_1,2_1_44_2,2_1_44_3,2_1_45_0,2_1_45_1,2_1_45_2,2_1_45_3,2_1_46_0,2_1_46_1,2_1_46_2,2_1_46_3,2_1_47_0,2_1_47_1,2_1_47_2,2_1_47_3,2_1_48_0,2_1_48_1,2_1_48_2,2_1_48_3,2_1_49_0,2_1_49_1,2_1_49_2,2_1_49_3,2_1_50_0,2_1_50_1,2_1_50_2,2_1_50_3,2_1_51_0,2_1_51_1,2_1_51_2,2_1_51_3,2_1_52_0,2_1_52_1,2_1_52_2,2_1_52_3,2_1_53_0,2_1_53_1,2_1_53_2,2_1_53_3,2_1_54_0,2_1_54_1,2_1_54_2,2_1_54_3,2_1_55_0,2_1_55_1,2_1_55_2,2_1_55_3,2_1_56_0,2_1_56_1,2_1_56_2,2_1_56_3,2_1_57_0,2_1_57_1,2_1_57_2,2_1_57_3,2_1_58_0,2_1_58_1,2_1_58_2,2_1_58_3,2_1_59_0,2_1_59_1,2_1_59_2,2_1_59_3,2_1_60_0,2_1_60_1,2_1_60_2,2_1_60_3,2_1_61_0,2_1_61_1,2_1_61_2,2_1_61_3,2_1_62_0,2_1_62_1,2_1_62_2,2_1_62_3,2_1_63_0,2_1_63_1,2_1_63_2,2_1_63_3,2_1_64_0,2_1_64_1,2_1_64_2,2_1_64_3,2_1_65_0,2_1_65_1,2_1_65_2,2_1_65_3,2_1_66_0,2_1_66_1,2_1_66_2,2_1_66_3,2_1_67_0,2_1_67_1,2_1_67_2,2_1_67_3,2_1_68_0,2_1_68_1,2_1_68_2,2_1_68_3,2_1_69_0,2_1_69_1,2_1_69_2,2_1_69_3,2_1_70_0,2_1_70_1,2_1_70_2,2_1_70_3,2_1_71_0,2_1_71_1,2_1_71_2,2_1_71_3,2_1_72_0,2_1_72_1,2_1_72_2,2_1_72_3,2_1_73_0,2_1_73_1,2_1_73_2,2_1_73_3,2_1_74_0,2_1_74_1,2_1_74_2,2_1_74_3,2_1_75_0,2_1_75_1,2_1_75_2,2_1_75_3,2_1_76_0,2_1_76_1,2_1_76_2,2_1_76_3,2_1_77_0,2_1_77_1,2_1_77_2,2_1_77_3,2_1_78_0,2_1_78_1,2_1_78_2,2_1_78_3,2_1_79_0,2_1_79_1,2_1_79_2,2_1_79_3,2_1_80_0,2_1_80_1,2_1_80_2,2_1_80_3
None,None,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
